"code","year","rate"
"FSM",1954,NA
"FSM",1955,NA
"FSM",1956,NA
"FSM",1957,NA
"FSM",1958,NA
"FSM",1959,NA
"FSM",1960,NA
"FSM",1961,NA
"FSM",1962,NA
"FSM",1963,NA
"FSM",1964,NA
"FSM",1965,NA
"FSM",1966,NA
"FSM",1967,NA
"FSM",1968,NA
"FSM",1969,NA
"FSM",1970,45.3
"FSM",1971,45.4
"FSM",1972,46
"FSM",1973,34.7
"FSM",1974,31
"FSM",1975,31.7
"FSM",1976,32.8
"FSM",1977,32.8
"FSM",1978,31.8
"FSM",1979,32.9
"FSM",1980,35.2
"FSM",1981,34
"FSM",1982,35.4
"FSM",1983,36.4
"FSM",1984,37.3
"FSM",1985,33.5
"FSM",1986,32.7
"FSM",1987,32.9
"FSM",1988,32.9
"FSM",1989,31.9
"FSM",1990,31.1
"FSM",1991,29.4
"FSM",1992,28.7
"FSM",1993,27.7
"FSM",1994,27.8
"FSM",1995,26.5
"FSM",1996,28
"FSM",1997,29.2
"FSM",1998,28.7
"FSM",1999,28.2
"FSM",2000,27.4
"FSM",2001,26.7
"FSM",2002,26.3
"FSM",2003,26.1
"FSM",2004,26.7
"FSM",2005,25.9
"FSM",2006,25.9
"FSM",2007,26.2
"FSM",2008,26.5
"FSM",2009,25.9
"FSM",2010,25
"FSM",2011,24
"FSM",2012,25.4
"FSM",2013,26.2
"FSM",2014,26.7
"FSM",2015,25.6
"FSM",2016,25.5
"FSM",2017,25
"FSM",2018,24.7
"FSM",2019,23.4
"FSM",2020,24.3
"FSM",2021,23.5
"FSM",2022,24.9
"FSM",2023,24.9
"FSM",2024,24.6
"FSM",2025,23.9
"GBR",1950,0.4
"GBR",1951,0.4
"GBR",1952,0.4
"GBR",1953,0.4
"GBR",1954,0.4
"GBR",1955,0.4
"GBR",1956,0.4
"GBR",1957,0.4
"GBR",1958,0.4
"GBR",1959,0.4
"GBR",1960,0.4
"GBR",1961,0.3
"GBR",1962,0.3
"GBR",1963,0.3
"GBR",1964,0.3
"GBR",1965,0.3
"GBR",1966,0.3
"GBR",1967,0.3
"GBR",1968,0.3
"GBR",1969,0.4
"GBR",1970,0.3
"GBR",1971,0.2
"GBR",1972,0.4
"GBR",1973,0.2
"GBR",1974,0.3
"GBR",1975,0.3
"GBR",1976,0.2
"GBR",1977,0.3
"GBR",1978,0.2
"GBR",1979,0.2
"GBR",1980,0.2
"GBR",1981,0.3
"GBR",1982,0.3
"GBR",1983,0.2
"GBR",1984,0.3
"GBR",1985,0.3
"GBR",1986,0.4
"GBR",1987,0.2
"GBR",1988,0.2
"GBR",1989,0.3
"GBR",1990,0.3
"GBR",1991,0.3
"GBR",1992,0.4
"GBR",1993,0.4
"GBR",1994,0.4
"GBR",1995,0.3
"GBR",1996,0.2
"GBR",1997,0.2
"GBR",1998,0.3
"GBR",1999,0.3
"GBR",2000,0.3
"GBR",2001,0.3
"GBR",2002,0.3
"GBR",2003,0.3
"GBR",2004,0.3
"GBR",2005,0.3
"GBR",2006,0.3
"GBR",2007,0.3
"GBR",2008,0.4
"GBR",2009,0.4
"GBR",2010,0.3
"GBR",2011,0.3
"GBR",2012,0.4
"GBR",2013,0.2
"GBR",2014,0.4
"GBR",2015,0.3
"GBR",2016,0.4
"GBR",2017,0.4
"GBR",2018,0.4
"GBR",2019,0.4
"GBR",2020,0.5
"GBR",2021,0.4
"GBR",2022,0.4
"GBR",2023,0.4
"GBR",2024,0.4
"GBR",2025,0.4
"GEO",1950,NA
"GEO",1951,NA
"GEO",1952,NA
"GEO",1953,NA
"GEO",1954,NA
"GEO",1955,NA
"GEO",1956,NA
"GEO",1957,NA
"GEO",1958,NA
"GEO",1959,NA
"GEO",1960,30.2
"GEO",1961,29.1
"GEO",1962,28.1
"GEO",1963,27.3
"GEO",1964,26.1
"GEO",1965,23.5
"GEO",1966,21.7
"GEO",1967,20.6
"GEO",1968,19.7
"GEO",1969,18.6
"GEO",1970,16.6
"GEO",1971,16.4
"GEO",1972,16
"GEO",1973,14.9
"GEO",1974,13.4
"GEO",1975,12.3
"GEO",1976,11.6
"GEO",1977,10.7
"GEO",1978,9.8
"GEO",1979,9.2
"GEO",1980,8.7
"GEO",1981,8.2
"GEO",1982,8.1
"GEO",1983,7.8
"GEO",1984,7.4
"GEO",1985,7
"GEO",1986,7.9
"GEO",1987,7.8
"GEO",1988,7.4
"GEO",1989,8.1
"GEO",1990,9.8
"GEO",1991,13.3
"GEO",1992,26
"GEO",1993,37
"GEO",1994,40.4
"GEO",1995,37.9
"GEO",1996,33.2
"GEO",1997,28.6
"GEO",1998,26.8
"GEO",1999,32.7
"GEO",2000,35
"GEO",2001,36.7
"GEO",2002,22.3
"GEO",2003,22.3
"GEO",2004,20.9
"GEO",2005,22.3
"GEO",2006,22.5
"GEO",2007,23.9
"GEO",2008,21.7
"GEO",2009,21.2
"GEO",2010,23.6
"GEO",2011,21.6
"GEO",2012,18.8
"GEO",2013,14.9
"GEO",2014,12
"GEO",2015,10.6
"GEO",2016,10.5
"GEO",2017,11.1
"GEO",2018,11
"GEO",2019,9.7027
"GEO",2020,11.9763
"GEO",2021,10.79
"GEO",2022,7.7333
"GEO",2023,5.8267
"GEO",2024,4.2293
"GEO",2025,3.4537
"GRC",1950,31.1
"GRC",1951,27.9
"GRC",1952,28.1
"GRC",1953,21
"GRC",1954,20.3
"GRC",1955,18.3
"GRC",1956,16.1
"GRC",1957,14.5
"GRC",1958,13.7
"GRC",1959,12.8
"GRC",1960,11.9
"GRC",1961,8.8
"GRC",1962,8.8
"GRC",1963,6.9
"GRC",1964,5.3
"GRC",1965,4
"GRC",1966,3.6
"GRC",1967,3.4
"GRC",1968,3.3
"GRC",1969,2.7
"GRC",1970,2.4
"GRC",1971,2
"GRC",1972,1.8
"GRC",1973,1.6
"GRC",1974,1.8
"GRC",1975,1.6
"GRC",1976,1.5
"GRC",1977,1.5
"GRC",1978,1.4
"GRC",1979,1.4
"GRC",1980,1.4
"GRC",1981,1.4
"GRC",1982,1.4
"GRC",1983,1.4
"GRC",1984,1.4
"GRC",1985,1.4
"GRC",1986,1.4
"GRC",1987,1.4
"GRC",1988,1.4
"GRC",1989,1.3
"GRC",1990,1.3
"GRC",1991,1.3
"GRC",1992,1.3
"GRC",1993,1.3
"GRC",1994,1.3
"GRC",1995,1.3
"GRC",1996,1
"GRC",1997,0.9
"GRC",1998,0.7
"GRC",1999,0.7
"GRC",2000,0.6
"GRC",2001,0.6
"GRC",2002,0.6
"GRC",2003,0.6
"GRC",2004,0.9
"GRC",2005,0.4
"GRC",2006,0.7
"GRC",2007,0.6
"GRC",2008,0.4
"GRC",2009,0.6
"GRC",2010,1.1
"GRC",2011,1.5
"GRC",2012,2.1
"GRC",2013,1.5
"GRC",2014,2
"GRC",2015,2
"GRC",2016,1.4
"GRC",2017,1.1
"GRC",2018,0.2
"GRC",2019,1
"GRC",2020,1.1
"GRC",2021,0.7
"GRC",2022,0.6
"GRC",2023,0.6
"GRC",2024,0.5
"GRC",2025,0.5
"GRD",1950,NA
"GRD",1951,NA
"GRD",1952,NA
"GRD",1953,NA
"GRD",1954,NA
"GRD",1955,NA
"GRD",1956,NA
"GRD",1957,NA
"GRD",1958,NA
"GRD",1959,NA
"GRD",1960,NA
"GRD",1961,NA
"GRD",1962,NA
"GRD",1963,NA
"GRD",1964,NA
"GRD",1965,NA
"GRD",1966,NA
"GRD",1967,NA
"GRD",1968,NA
"GRD",1969,NA
"GRD",1970,NA
"GRD",1971,NA
"GRD",1972,NA
"GRD",1973,NA
"GRD",1974,NA
"GRD",1975,NA
"GRD",1976,NA
"GRD",1977,13.9
"GRD",1978,13.1
"GRD",1979,11.9
"GRD",1980,11.9
"GRD",1981,11.9
"GRD",1982,11.2
"GRD",1983,10.2
"GRD",1984,10
"GRD",1985,9.6
"GRD",1986,8.4
"GRD",1987,7.2
"GRD",1988,7.2
"GRD",1989,6
"GRD",1990,5.9
"GRD",1991,5.8
"GRD",1992,5.9
"GRD",1993,6.5
"GRD",1994,6
"GRD",1995,6
"GRD",1996,5.6
"GRD",1997,5
"GRD",1998,3
"GRD",1999,2.4
"GRD",2000,1.7
"GRD",2001,2.3
"GRD",2002,1.7
"GRD",2003,1.3
"GRD",2004,1.3
"GRD",2005,1.1
"GRD",2006,1.3
"GRD",2007,1.1
"GRD",2008,1.1
"GRD",2009,1.3
"GRD",2010,1.3
"GRD",2011,1.3
"GRD",2012,1.3
"GRD",2013,1.3
"GRD",2014,1.1
"GRD",2015,1
"GRD",2016,0.9
"GRD",2017,0.8
"GRD",2018,0.8
"GRD",2019,0.8
"GRD",2020,1.1
"GRD",2021,1
"GRD",2022,0.7674
"GRD",2023,0.7674
"GRD",2024,0.7674
"GRD",2025,0.7674
"GTM",1950,34.9
"GTM",1951,35.7
"GTM",1952,36.1
"GTM",1953,35.9
"GTM",1954,36.9
"GTM",1955,37.4
"GTM",1956,34.2
"GTM",1957,33.3
"GTM",1958,32.6
"GTM",1959,31.2
"GTM",1960,31.5
"GTM",1961,31
"GTM",1962,30.7
"GTM",1963,27.6
"GTM",1964,26.9
"GTM",1965,26.3
"GTM",1966,25.3
"GTM",1967,24.9
"GTM",1968,22.6
"GTM",1969,21.7
"GTM",1970,20.7
"GTM",1971,19.5
"GTM",1972,17.7
"GTM",1973,16.2
"GTM",1974,14.9
"GTM",1975,15
"GTM",1976,13.2
"GTM",1977,11.8
"GTM",1978,11.1
"GTM",1979,10.6
"GTM",1980,9.9
"GTM",1981,10.8
"GTM",1982,12.1
"GTM",1983,13.9
"GTM",1984,14.8
"GTM",1985,16
"GTM",1986,17
"GTM",1987,15.4
"GTM",1988,12.2
"GTM",1989,11.4
"GTM",1990,11.4
"GTM",1991,11.2
"GTM",1992,10.9
"GTM",1993,10.6
"GTM",1994,10.2
"GTM",1995,9.7
"GTM",1996,9.7
"GTM",1997,9.4
"GTM",1998,9.1
"GTM",1999,8.9
"GTM",2000,8.8
"GTM",2001,9.1
"GTM",2002,9.3
"GTM",2003,9.6
"GTM",2004,9.9
"GTM",2005,10.3
"GTM",2006,10.5
"GTM",2007,9.7
"GTM",2008,9.5
"GTM",2009,9.8
"GTM",2010,9.7
"GTM",2011,9.2
"GTM",2012,8.9
"GTM",2013,8.6
"GTM",2014,8
"GTM",2015,8.1
"GTM",2016,8.6
"GTM",2017,8.9
"GTM",2018,9.1
"GTM",2019,9.1
"GTM",2020,10.3
"GTM",2021,9.5
"GTM",2022,9.6
"GTM",2023,9.66
"GTM",2024,9.59
"GTM",2025,9.64
"GUY",1950,NA
"GUY",1951,NA
"GUY",1952,NA
"GUY",1953,NA
"GUY",1954,NA
"GUY",1955,NA
"GUY",1956,NA
"GUY",1957,NA
"GUY",1958,NA
"GUY",1959,NA
"GUY",1960,34.7
"GUY",1961,33.7
"GUY",1962,34.2
"GUY",1963,41.6
"GUY",1964,37.3
"GUY",1965,33.6
"GUY",1966,32.3
"GUY",1967,31.4
"GUY",1968,31.8
"GUY",1969,29.8
"GUY",1970,28.8
"GUY",1971,28.1
"GUY",1972,30.1
"GUY",1973,30
"GUY",1974,27.4
"GUY",1975,24.7
"GUY",1976,24.5
"GUY",1977,25.8
"GUY",1978,26.8
"GUY",1979,27.8
"GUY",1980,27.3
"GUY",1981,26.9
"GUY",1982,32.8
"GUY",1983,36
"GUY",1984,38.3
"GUY",1985,37
"GUY",1986,37.2
"GUY",1987,36.6
"GUY",1988,38.1
"GUY",1989,40.3
"GUY",1990,41.5
"GUY",1991,38.4
"GUY",1992,35
"GUY",1993,28.5
"GUY",1994,21.1
"GUY",1995,17.5
"GUY",1996,13.7
"GUY",1997,13.3
"GUY",1998,13
"GUY",1999,12.8
"GUY",2000,12.9
"GUY",2001,12.7
"GUY",2002,12.5
"GUY",2003,12.6
"GUY",2004,12.5
"GUY",2005,12.6
"GUY",2006,11.9
"GUY",2007,10.8
"GUY",2008,10.4
"GUY",2009,9.8
"GUY",2010,9.4
"GUY",2011,9.2
"GUY",2012,8.8
"GUY",2013,8.4
"GUY",2014,8.2
"GUY",2015,8.2
"GUY",2016,7.7
"GUY",2017,7.4
"GUY",2018,7.3
"GUY",2019,6.6
"GUY",2020,5.1
"GUY",2021,4.1
"GUY",2022,3.2
"GUY",2023,3
"GUY",2024,2.6
"GUY",2025,2.6
"HND",1950,78.1
"HND",1951,77.7
"HND",1952,77.3
"HND",1953,76.3
"HND",1954,78.5
"HND",1955,78.6
"HND",1956,77.3
"HND",1957,77.1
"HND",1958,77.1
"HND",1959,77.3
"HND",1960,76.6
"HND",1961,76.9
"HND",1962,77.1
"HND",1963,77.5
"HND",1964,77.8
"HND",1965,77.8
"HND",1966,79.4
"HND",1967,79.2
"HND",1968,80.5
"HND",1969,80.7
"HND",1970,80.6
"HND",1971,79.7
"HND",1972,79.5
"HND",1973,79.4
"HND",1974,77.3
"HND",1975,76.8
"HND",1976,72.6
"HND",1977,71.2
"HND",1978,67.5
"HND",1979,64.2
"HND",1980,61
"HND",1981,58.8
"HND",1982,58.4
"HND",1983,56.8
"HND",1984,57.1
"HND",1985,55.9
"HND",1986,54.2
"HND",1987,55.1
"HND",1988,52.4
"HND",1989,49.3
"HND",1990,43.6
"HND",1991,35.7
"HND",1992,31.1
"HND",1993,27.5
"HND",1994,28.5
"HND",1995,30.3
"HND",1996,32.3
"HND",1997,24.1
"HND",1998,28.4
"HND",1999,28.4
"HND",2000,27.3
"HND",2001,27.3
"HND",2002,29.7
"HND",2003,34.7
"HND",2004,33.8
"HND",2005,31.6
"HND",2006,27.9
"HND",2007,22.9
"HND",2008,21.6
"HND",2009,19.1
"HND",2010,20.5
"HND",2011,20.1
"HND",2012,24
"HND",2013,20.8
"HND",2014,20.6
"HND",2015,19.9
"HND",2016,19.8
"HND",2017,19.3
"HND",2018,19.8
"HND",2019,18.779
"HND",2020,21.9
"HND",2021,18.6
"HND",2022,18
"HND",2023,17.0213
"HND",2024,15.7174
"HND",2025,15.2508
"HRV",1950,NA
"HRV",1951,NA
"HRV",1952,12.7
"HRV",1953,11.4
"HRV",1954,8.7
"HRV",1955,6.2
"HRV",1956,7.2
"HRV",1957,5
"HRV",1958,4.9
"HRV",1959,4.4
"HRV",1960,3.6
"HRV",1961,3.3
"HRV",1962,3.2
"HRV",1963,2.9
"HRV",1964,2.3
"HRV",1965,2.3
"HRV",1966,2.1
"HRV",1967,2
"HRV",1968,1.9
"HRV",1969,1.6
"HRV",1970,1.4
"HRV",1971,1.2
"HRV",1972,1.2
"HRV",1973,1.1
"HRV",1974,1.1
"HRV",1975,1.1
"HRV",1976,1
"HRV",1977,1
"HRV",1978,1
"HRV",1979,0.9
"HRV",1980,0.9
"HRV",1981,0.9
"HRV",1982,0.9
"HRV",1983,0.9
"HRV",1984,0.9
"HRV",1985,0.9
"HRV",1986,0.9
"HRV",1987,0.9
"HRV",1988,0.9
"HRV",1989,0.9
"HRV",1990,1
"HRV",1991,1.1
"HRV",1992,1.2
"HRV",1993,1.5
"HRV",1994,1.3
"HRV",1995,1.2
"HRV",1996,1.1
"HRV",1997,1
"HRV",1998,1.1
"HRV",1999,1.1
"HRV",2000,1
"HRV",2001,1.1
"HRV",2002,1
"HRV",2003,1
"HRV",2004,1
"HRV",2005,1
"HRV",2006,1
"HRV",2007,1
"HRV",2008,1
"HRV",2009,1
"HRV",2010,1.4
"HRV",2011,1
"HRV",2012,1.1
"HRV",2013,1.2
"HRV",2014,1.2
"HRV",2015,0.7
"HRV",2016,0.9
"HRV",2017,0.6
"HRV",2018,0.5
"HRV",2019,0.3641
"HRV",2020,0.4439
"HRV",2021,0.3408
"HRV",2022,0.3977
"HRV",2023,0.2628
"HRV",2024,0.2561
"HRV",2025,0.2561
"HTI",1950,31.9
"HTI",1951,31.9
"HTI",1952,30.7
"HTI",1953,32.3
"HTI",1954,30.2
"HTI",1955,32.1
"HTI",1956,29.9
"HTI",1957,32.5
"HTI",1958,30.7
"HTI",1959,32.9
"HTI",1960,31.5
"HTI",1961,33.1
"HTI",1962,31.1
"HTI",1963,32.3
"HTI",1964,34
"HTI",1965,33.9
"HTI",1966,34.5
"HTI",1967,35.8
"HTI",1968,35.4
"HTI",1969,34.7
"HTI",1970,35.2
"HTI",1971,33.9
"HTI",1972,34.2
"HTI",1973,32.7
"HTI",1974,31.5
"HTI",1975,31.8
"HTI",1976,29.8
"HTI",1977,29.2
"HTI",1978,28.1
"HTI",1979,26.5
"HTI",1980,25.8
"HTI",1981,27.1
"HTI",1982,28.4
"HTI",1983,28.8
"HTI",1984,29.1
"HTI",1985,29.7
"HTI",1986,30.4
"HTI",1987,31.3
"HTI",1988,32.1
"HTI",1989,34
"HTI",1990,34.2
"HTI",1991,34.7
"HTI",1992,37.3
"HTI",1993,40.9
"HTI",1994,43.7
"HTI",1995,41.8
"HTI",1996,41.2
"HTI",1997,41
"HTI",1998,40.9
"HTI",1999,40.8
"HTI",2000,41.1
"HTI",2001,41.7
"HTI",2002,41.8
"HTI",2003,41.5
"HTI",2004,42.1
"HTI",2005,41.9
"HTI",2006,41.5
"HTI",2007,40.9
"HTI",2008,40.4
"HTI",2009,40
"HTI",2010,41.2
"HTI",2011,40.4
"HTI",2012,40.4
"HTI",2013,39.8
"HTI",2014,39.3
"HTI",2015,39.3
"HTI",2016,39
"HTI",2017,38.5
"HTI",2018,38.6
"HTI",2019,40.1
"HTI",2020,41.4
"HTI",2021,42.3
"HTI",2022,43.4538
"HTI",2023,44.61
"HTI",2024,47.0752
"HTI",2025,48.9775
"HUN",1950,14.3
"HUN",1951,11.1
"HUN",1952,9.9
"HUN",1953,9.6
"HUN",1954,8.9
"HUN",1955,7
"HUN",1956,8.5
"HUN",1957,5.9
"HUN",1958,4.8
"HUN",1959,4.4
"HUN",1960,3.8
"HUN",1961,3.2
"HUN",1962,2.7
"HUN",1963,1.9
"HUN",1964,1.4
"HUN",1965,0.3
"HUN",1966,0.3
"HUN",1967,0.3
"HUN",1968,0.3
"HUN",1969,0.2
"HUN",1970,0.2
"HUN",1971,0.2
"HUN",1972,0.2
"HUN",1973,0.1
"HUN",1974,0.1
"HUN",1975,0.1
"HUN",1976,0.1
"HUN",1977,0.1
"HUN",1978,0.1
"HUN",1979,0.1
"HUN",1980,0.1
"HUN",1981,0.1
"HUN",1982,0.1
"HUN",1983,0.1
"HUN",1984,0.1
"HUN",1985,0.1
"HUN",1986,0.1
"HUN",1987,0.1
"HUN",1988,0.1
"HUN",1989,0.3
"HUN",1990,0.3
"HUN",1991,0.4
"HUN",1992,0.4
"HUN",1993,0.4
"HUN",1994,0.3
"HUN",1995,0.4
"HUN",1996,0.5
"HUN",1997,0.4
"HUN",1998,0.4
"HUN",1999,0.3
"HUN",2000,0.3
"HUN",2001,0.2
"HUN",2002,0.2
"HUN",2003,0.3
"HUN",2004,0.3
"HUN",2005,1
"HUN",2006,0.2
"HUN",2007,0.2
"HUN",2008,0.1
"HUN",2009,0.1
"HUN",2010,0.2
"HUN",2011,0.2
"HUN",2012,0.5
"HUN",2013,0.5
"HUN",2014,1
"HUN",2015,1
"HUN",2016,1.6
"HUN",2017,0.9
"HUN",2018,0.9
"HUN",2019,0.8
"HUN",2020,0.9
"HUN",2021,0.8
"HUN",2022,0.7
"HUN",2023,0.7
"HUN",2024,0.7
"HUN",2025,0.7
"IDN",1950,95.6
"IDN",1951,95.2
"IDN",1952,95
"IDN",1953,94.7
"IDN",1954,94.6
"IDN",1955,94.5
"IDN",1956,94.5
"IDN",1957,94.2
"IDN",1958,94.5
"IDN",1959,94.4
"IDN",1960,94.2
"IDN",1961,93.8
"IDN",1962,93.9
"IDN",1963,94.5
"IDN",1964,94.4
"IDN",1965,94.5
"IDN",1966,94.5
"IDN",1967,94.5
"IDN",1968,93.8
"IDN",1969,93.5
"IDN",1970,93.3
"IDN",1971,92.8
"IDN",1972,92.2
"IDN",1973,91.4
"IDN",1974,90.7
"IDN",1975,90.4
"IDN",1976,89.9
"IDN",1977,88.9
"IDN",1978,87.9
"IDN",1979,86.7
"IDN",1980,85.4
"IDN",1981,84.4
"IDN",1982,84.4
"IDN",1983,84
"IDN",1984,82.4
"IDN",1985,82.8
"IDN",1986,82.9
"IDN",1987,83
"IDN",1988,80.7
"IDN",1989,77.1
"IDN",1990,74
"IDN",1991,71.8
"IDN",1992,70
"IDN",1993,67.9
"IDN",1994,63.6
"IDN",1995,58.4
"IDN",1996,53.4
"IDN",1997,59.2
"IDN",1998,74.4
"IDN",1999,47.8
"IDN",2000,46
"IDN",2001,42.5
"IDN",2002,40
"IDN",2003,38.6
"IDN",2004,38.7
"IDN",2005,36
"IDN",2006,42.5
"IDN",2007,36.8
"IDN",2008,33.9
"IDN",2009,33.7
"IDN",2010,30.4
"IDN",2011,28.4
"IDN",2012,24
"IDN",2013,24.4
"IDN",2014,23.2
"IDN",2015,21.6
"IDN",2016,18
"IDN",2017,14.8
"IDN",2018,12.5
"IDN",2019,10.8502
"IDN",2020,9.8478
"IDN",2021,8.5644
"IDN",2022,7.8536
"IDN",2023,6.7162
"IDN",2024,5.3941
"IDN",2025,4.0353
"IND",1950,88.4
"IND",1951,88.2
"IND",1952,87.9
"IND",1953,86.6
"IND",1954,85.8
"IND",1955,85.6
"IND",1956,84.5
"IND",1957,85.4
"IND",1958,83.8
"IND",1959,83.7
"IND",1960,81.9
"IND",1961,81.4
"IND",1962,81.2
"IND",1963,79.8
"IND",1964,77.6
"IND",1965,79.8
"IND",1966,80.7
"IND",1967,78.4
"IND",1968,77.9
"IND",1969,75.7
"IND",1970,74.3
"IND",1971,74.6
"IND",1972,75.9
"IND",1973,75.4
"IND",1974,76
"IND",1975,72.4
"IND",1976,72.9
"IND",1977,70.1
"IND",1978,67.8
"IND",1979,70.8
"IND",1980,70.2
"IND",1981,67.9
"IND",1982,67
"IND",1983,64.5
"IND",1984,63.2
"IND",1985,61.5
"IND",1986,59.8
"IND",1987,58.6
"IND",1988,54.8
"IND",1989,51.8
"IND",1990,49.7
"IND",1991,49.8
"IND",1992,48.2
"IND",1993,46.1
"IND",1994,44.5
"IND",1995,44.4
"IND",1996,44.3
"IND",1997,44.3
"IND",1998,44.3
"IND",1999,44
"IND",2000,44
"IND",2001,44.1
"IND",2002,44.2
"IND",2003,44
"IND",2004,43.7
"IND",2005,42.3
"IND",2006,39.7
"IND",2007,37.1
"IND",2008,35.9
"IND",2009,33.6
"IND",2010,30
"IND",2011,27.2
"IND",2012,24.8
"IND",2013,22.2
"IND",2014,19.1
"IND",2015,15.9
"IND",2016,13
"IND",2017,10.9
"IND",2018,9.2
"IND",2019,8.2
"IND",2020,9.5
"IND",2021,8.1
"IND",2022,5.2516
"IND",2023,2.57
"IND",2024,2.08
"IND",2025,1.54
"IRL",1950,5.3
"IRL",1951,5
"IRL",1952,4.6
"IRL",1953,4.3
"IRL",1954,4
"IRL",1955,3.1
"IRL",1956,3.2
"IRL",1957,3.1
"IRL",1958,3.3
"IRL",1959,2.7
"IRL",1960,2
"IRL",1961,1.6
"IRL",1962,1.3
"IRL",1963,1.1
"IRL",1964,1.1
"IRL",1965,1.1
"IRL",1966,1
"IRL",1967,0.9
"IRL",1968,0.9
"IRL",1969,0.8
"IRL",1970,0.8
"IRL",1971,0.8
"IRL",1972,0.7
"IRL",1973,0.7
"IRL",1974,0.7
"IRL",1975,0.7
"IRL",1976,0.7
"IRL",1977,0.7
"IRL",1978,0.5
"IRL",1979,0.5
"IRL",1980,0.5
"IRL",1981,0.5
"IRL",1982,0.6
"IRL",1983,0.6
"IRL",1984,0.6
"IRL",1985,0.5
"IRL",1986,0.5
"IRL",1987,0.5
"IRL",1988,0.5
"IRL",1989,0.5
"IRL",1990,0.5
"IRL",1991,0.4
"IRL",1992,0.4
"IRL",1993,0.4
"IRL",1994,0.4
"IRL",1995,0.4
"IRL",1996,0.2
"IRL",1997,0.2
"IRL",1998,0.2
"IRL",1999,0.2
"IRL",2000,0.2
"IRL",2001,0.2
"IRL",2002,0.2
"IRL",2003,0.2
"IRL",2004,0.1
"IRL",2005,0.1
"IRL",2006,0.4
"IRL",2007,0.1
"IRL",2008,0.2
"IRL",2009,0.6
"IRL",2010,0.8
"IRL",2011,0.7
"IRL",2012,0.5
"IRL",2013,0.8
"IRL",2014,0.5
"IRL",2015,0.4
"IRL",2016,0.4
"IRL",2017,0.3
"IRL",2018,0.1
"IRL",2019,0.1
"IRL",2020,0.2
"IRL",2021,0.1
"IRL",2022,0.2
"IRL",2023,0.1
"IRL",2024,0.1
"IRL",2025,0.1
"IRN",1950,53.8
"IRN",1951,54.9
"IRN",1952,56.2
"IRN",1953,57.1
"IRN",1954,58.1
"IRN",1955,59.3
"IRN",1956,56.9
"IRN",1957,52.4
"IRN",1958,48.3
"IRN",1959,45.6
"IRN",1960,43.2
"IRN",1961,39.9
"IRN",1962,37.7
"IRN",1963,36
"IRN",1964,33.9
"IRN",1965,29.2
"IRN",1966,26.3
"IRN",1967,23.4
"IRN",1968,20.4
"IRN",1969,16.8
"IRN",1970,14.9
"IRN",1971,12.6
"IRN",1972,9.7
"IRN",1973,8.7
"IRN",1974,8.2
"IRN",1975,8.8
"IRN",1976,6.3
"IRN",1977,7.4
"IRN",1978,7.4
"IRN",1979,7.5
"IRN",1980,8.5
"IRN",1981,9.3
"IRN",1982,9
"IRN",1983,7.7
"IRN",1984,7.1
"IRN",1985,7.3
"IRN",1986,9.4
"IRN",1987,11.4
"IRN",1988,11.9
"IRN",1989,11.8
"IRN",1990,8.8
"IRN",1991,6.2
"IRN",1992,4.9
"IRN",1993,4.3
"IRN",1994,3.8
"IRN",1995,4
"IRN",1996,3.6
"IRN",1997,3.7
"IRN",1998,3.9
"IRN",1999,3.8
"IRN",2000,3.6
"IRN",2001,3.5
"IRN",2002,3
"IRN",2003,2.2
"IRN",2004,1.9
"IRN",2005,1.8
"IRN",2006,1.8
"IRN",2007,1.8
"IRN",2008,2.1
"IRN",2009,2.6
"IRN",2010,2.5
"IRN",2011,2.2
"IRN",2012,1.9
"IRN",2013,1.9
"IRN",2014,3
"IRN",2015,3.1
"IRN",2016,3
"IRN",2017,2.7
"IRN",2018,3
"IRN",2019,4.2803
"IRN",2020,4.6424
"IRN",2021,3.7087
"IRN",2022,2.8053
"IRN",2023,2.4873
"IRN",2024,2.0077
"IRN",2025,2.4563
"IRQ",1950,78.7
"IRQ",1951,76.1
"IRQ",1952,72.7
"IRQ",1953,55.3
"IRQ",1954,46.9
"IRQ",1955,50.3
"IRQ",1956,48.3
"IRQ",1957,50.2
"IRQ",1958,46.2
"IRQ",1959,45.5
"IRQ",1960,40
"IRQ",1961,37.8
"IRQ",1962,36.1
"IRQ",1963,37.1
"IRQ",1964,29.9
"IRQ",1965,25.6
"IRQ",1966,24.6
"IRQ",1967,32.4
"IRQ",1968,23.8
"IRQ",1969,23.8
"IRQ",1970,23.5
"IRQ",1971,22.9
"IRQ",1972,22.8
"IRQ",1973,22.4
"IRQ",1974,16.8
"IRQ",1975,13.8
"IRQ",1976,10.2
"IRQ",1977,10.7
"IRQ",1978,7.5
"IRQ",1979,4.1
"IRQ",1980,2.2
"IRQ",1981,2.6
"IRQ",1982,2.6
"IRQ",1983,4.1
"IRQ",1984,4.9
"IRQ",1985,5
"IRQ",1986,4.6
"IRQ",1987,3.6
"IRQ",1988,4
"IRQ",1989,5
"IRQ",1990,1.1
"IRQ",1991,15.5
"IRQ",1992,7.8
"IRQ",1993,3.5
"IRQ",1994,3.6
"IRQ",1995,3.7
"IRQ",1996,3
"IRQ",1997,1.9
"IRQ",1998,0.8
"IRQ",1999,0.6
"IRQ",2000,0.4
"IRQ",2001,0.4
"IRQ",2002,0.6
"IRQ",2003,2.1
"IRQ",2004,0.6
"IRQ",2005,0.6
"IRQ",2006,0.6
